,Height,Width,Hue_mean,Sat_mean,Bright_mean
72,663,512,0.5934489217277656,0.5220287663870924,0.23313019400822174
73,583,457,0.07525988818239479,0.756148293357765,0.9423885270372399
74,1500,1229,0.05663185983363111,0.403009448494389,0.7861212591138984
75,570,465,0.7612239228975345,0.6045798131422484,0.6602852144064568
76,1024,768,0.07953263688215075,0.47042392123509735,0.6390285367280047
77,730,659,0.954158842304155,0.5280507362331648,0.3052657291324038
78,600,305,0.06658922895364594,0.665991420486967,0.5645905925211612
79,945,781,0.0876692158208914,0.8883268458518406,0.5971891665567441
80,703,600,0.10437485584597496,0.443293219576227,0.5692111957158398
81,474,414,0.571038354621725,0.539242101852796,0.8100255634572059
82,800,633,0.33968122026628816,0.6929619960283006,0.403760043985999
83,534,467,0.09011138300850828,0.6051849759772799,0.7364437701393223
84,600,453,0.5215970592154773,0.18434550969501134,0.8160004328442195
85,800,745,0.4016010533190865,0.5377626736125835,0.2437186406106067
86,612,503,0.2895478887101577,0.6819020995191791,0.540291774917584
87,1500,1365,0.19431137173759738,0.983299372014247,0.8846247523282819
88,1911,1000,0.18656226023110148,0.7056361352413053,0.7916600527390436
89,568,800,0.09040018827977632,0.6210497852199012,0.44246230323115177
90,650,495,0.3108070778399434,0.08807957785256057,0.22428426649603123
91,650,906,0.5565339699873617,0.48228219943363504,0.7304059812411969
92,799,709,0.7093331869540802,0.425225815581799,0.3254447563865906
93,800,530,0.6088614600584117,0.29869717048871974,0.5545722900480948
94,703,580,0.09812056736827479,0.5353932622517195,0.8039812952698616
95,571,800,0.11765534346512671,0.33060273356521414,0.6136966192781842
96,500,470,0.42346595065984033,0.657226580275326,0.7075672256987903
97,647,538,0.10285168480830167,0.6862588871796982,0.48484113628444103
98,697,768,0.1349169270293627,0.30478900957451066,0.9293532374391654
99,1600,1158,0.47397830406374103,0.7556954935674889,0.9695473284737041
100,650,498,0.35388392857595735,0.1375114385398807,0.21877148412655148
101,348,520,0.09873292539281944,0.30321468204429547,0.6323123298833238
102,602,800,0.3173209274050701,0.3130711589457869,0.5539449710116606
103,1500,947,0.3077565841880634,0.5621883310380417,0.6790849286705176
104,550,372,0.4097806141257122,0.42481757995193675,0.41315496521189116
105,800,507,0.24130225234381172,0.48406157999412425,0.6851233708473528
106,865,700,0.38481357580319414,0.7608360650000249,0.8296617736111789
107,600,530,0.8185895438998636,0.3456182415004435,0.3774623011468739
108,2711,2579,0.704900365475836,0.9442120559845625,0.8261200714904612
109,512,373,0.5344756343214041,0.7131315317506532,0.6762439711139148
110,590,800,0.44243187185213123,0.41126534049270347,0.44471082585576593
111,398,350,0.23544276171109518,0.28012028645222636,0.8474614810748421
112,893,680,0.06996863954736689,0.6372543273417652,0.8537719685726871
113,612,800,0.1500323759234472,0.45707724786429355,0.6098627450980394
114,512,369,0.4890905575331237,0.10308047977461776,0.590569226081354
115,800,598,0.2404083214158019,0.5225106986091148,0.33948199062233586
116,600,508,0.08665453229858075,0.6763174314684894,0.8007703283413102
117,453,400,0.866307875715521,0.6998255902412972,0.4447176773579188
118,709,600,0.16079949909127642,0.7184270663612571,0.8334701457451812
119,800,599,0.12444729245198806,0.680751869659363,0.6779655798880491
120,512,275,0.09135393100708845,0.6094446404857009,0.7299161374777186
121,426,730,0.9030721827009636,0.3970547063204245,0.2202464441947594
122,800,606,0.29050093974327795,0.6098708271529166,0.7270201983433641
123,800,693,0.2086116953290855,0.5171548625870446,0.6092372817813997
124,700,484,0.08652471947485271,0.8839014536445009,0.8166424635970092
125,949,645,0.45083240499003635,0.5351476436009311,0.8749864874842861
126,800,548,0.2986231720478108,0.5625279078510832,0.7529308895090883
127,730,638,0.8227013193833586,0.27093882265573754,0.17401184873829298
128,730,664,0.6491976422173521,0.19868515991983046,0.16927729451245754
129,569,800,0.29896736302485827,0.4246262058525587,0.438809486887901
130,923,553,0.5035461764746759,0.6572989517838986,0.7680071685818749
131,584,700,0.10322849618866956,0.49973033009884393,0.6451171482291549
132,1036,801,0.07159522055538468,0.9793393663189721,0.8805299965247092
133,800,709,0.4473904561307834,0.8226581695600516,0.5821634171298987
134,1019,820,0.4520426174510729,0.602661964001711,0.6227528465609656
135,657,500,0.54651643882335,0.6585663225746577,0.6612278389590234
136,600,374,0.983182741924373,0.7633210454148897,0.4799027646709307
137,1080,1215,0.08947368953656974,0.48991614291984004,0.7176000998173997
138,933,1122,0.1224058089932611,0.06539565425491205,0.45964230323424354
139,570,367,0.588662713377036,0.5473839944064337,0.5178988610597928
140,1113,1000,0.04782486327056069,0.5137373099502383,0.4067804731955674
141,600,460,0.15781931124768867,0.445989206389996,0.8453377664109122
142,400,330,0.6889894409491817,0.5060643836035136,0.4277321449792038
143,800,703,0.11936992840123298,0.5132214380780318,0.9193589309123367
144,570,388,0.35377792642768474,0.2597577080795209,0.6613335567542262
145,570,371,0.3719494601891581,0.3290973122624946,0.4775628119503346
146,800,611,0.07809821801612535,0.5846985544657731,0.747150893745387
147,650,560,0.8252190053221822,0.37605151654892055,0.11245321051497523
148,650,616,0.5890489797063799,0.41562151367710504,0.25894926641985466
149,2267,2456,0.05044662259830718,0.7908845614482574,0.5797914701745085
150,554,349,0.30319633781644967,0.5398571463558275,0.7840545335467879
151,874,651,0.07702613289654585,0.9133614061123007,0.8933276802268854
152,700,514,0.20755949551536568,0.5721612623262878,0.6170958157582099
153,648,540,0.28925042913426935,0.6112261925187766,0.7875002241408682
154,3536,2684,0.39633321761721396,0.48597001238918197,0.3794373362801093
155,600,487,0.10283600322065203,0.5648257463533509,0.6296008911435895
156,592,750,0.7601677872799302,0.35532094772040124,0.37828129305776365
157,952,881,0.27480542002268377,0.5447700133307486,0.42837209865584747
158,800,666,0.25004005908656507,0.740983419957248,0.7490329005476062
159,467,350,0.036489418555747895,0.7473619014034818,0.7490185041896843
160,843,580,0.3717888677088815,0.8761656072295347,0.5706159783830085
161,600,520,0.3526268490485488,0.9292365318241127,0.698300289089995
162,302,500,0.27977290709774627,0.12973989386383372,0.3317248669004026
